'ammplifir',100,0,1,'amplifier',101,'amplifier'
'amplifier',101,0,,,#N/A,#N/A
'anchor',102,0,,,#N/A,#N/A
'anger',103,0,,,#N/A,#N/A
'angle',104,0,,,#N/A,#N/A
'announcement_board',105,0,,,#N/A,#N/A
'announcement',106,0,2,'announcement_board',105,'announcement_board'
'announcements',107,0,2,'announcement_board',105,'announcement_board'
'another_carpet',108,0,2,'carpet',744,'carpet'
'another_room',109,0,2,'room',4597,'room'
'antenna_base',110,0,2,'antenna',112,'antenna'
'antenna_socket',111,0,2,'antenna',112,'antenna'
'antenna',112,0,,,#N/A,#N/A
'antibacterial_wipes',113,0,,,#N/A,#N/A
'apologetic_note',114,0,2,'note',3570,'note'
'apper',115,0,1,'unknown',5896,'unknown'
'apple_computer',116,0,2,'computer',1146,'computer'
'apple_monitor',117,0,2,'monitor',3448,'monitor'
'apples',119,0,2,'fruit',2342,'fruit'
'appliance',120,0,,,#N/A,#N/A
'aproon',122,0,1,'apron',121,'apron'
'aquarium',123,0,,,#N/A,#N/A
'architecture',124,0,,,#N/A,#N/A
'archway',125,0,,,#N/A,#N/A
'area_for_window',126,0,2,'window',6349,'window'
'arm_cair',127,0,1,'chair',849,'chair'
'arm_of_the_chair',128,0,1,'armrest',134,'armrest'
'arm_rest',129,0,1,'armrest',134,'armrest'
'arm',130,0,,,#N/A,#N/A
'armorie',132,0,1,'armour',133,'armour'
'armour',133,0,,,#N/A,#N/A
'armrest',134,0,2,'chair',849,'chair'
'arrow_mark',135,0,,,#N/A,#N/A
'arrow',136,0,,,#N/A,#N/A
'art_frame',137,0,,,#N/A,#N/A
'art_supplies',138,0,,,#N/A,#N/A
'artifacts',140,0,,,#N/A,#N/A
'asile',142,0,1,'unknown',5896,'unknown'
'asparagus',143,0,,,#N/A,#N/A
'asparin_bottle',144,0,2,'medicine',3297,'medicine'
'atble',145,0,1,'table',5409,'table'
'atoman',146,0,1,'ottoman',3679,'ottoman'
'attach_wire',147,0,1,'unknown',5896,'unknown'
'audio_device',148,0,2,'audio_system',151,'audio_system'
'audio_equipment',149,0,2,'audio_system',151,'audio_system'
'audio_jack',150,0,2,'audio_system',151,'audio_system'
'audio_system',151,0,,,#N/A,#N/A
'audio_video_unit',152,0,2,'audio_system',151,'audio_system'
'auditorium_seat',153,0,2,'seat',4743,'seat'
'auditorium_seating',154,0,2,'seat',4743,'seat'
'automan',155,0,1,'ottoman',3679,'ottoman'
'auxiliary_handle',156,0,2,'handle',2585,'handle'
'avocado',157,0,,,#N/A,#N/A
'award_case',158,0,2,'case',761,'case'
'award',159,0,,,#N/A,#N/A
'awll',160,0,1,'unknown',5896,'unknown'
'awning',161,0,,,#N/A,#N/A
'baby chair',162,0,,,#N/A,#N/A
'baby gate',163,0,,,#N/A,#N/A
'baby_bottle',164,0,,,#N/A,#N/A
'baby_changing_station',165,0,,,#N/A,#N/A
'baby_gate',166,0,2,'baby gate',163,'baby gate'
'baby_oil',167,0,,,#N/A,#N/A
'baby_powder',168,0,,,#N/A,#N/A
'baby_seat',169,0,2,'baby chair',162,'baby chair'
'baby_trolly',170,0,,,#N/A,#N/A
'baby_walker',171,0,,,#N/A,#N/A
'baby_wipes',172,0,,,#N/A,#N/A
'bachelors_chest',173,0,1,'chest',906,'chest'
'back scrubber',174,0,,,#N/A,#N/A
'back_bord',175,0,1,'blackboard',405,'blackboard'
'back_drop',176,0,,,#N/A,#N/A
'back_of_headboard',177,0,2,'headboard',2630,'headboard'
'back_right_chair',179,0,2,'chair',849,'chair'
'back_room_wall',180,0,2,'wall',6093,'wall'
'back_room',181,0,,,#N/A,#N/A
'back_splash',182,0,,,#N/A,#N/A
'backback',183,0,1,'back_pack',178,'back_pack'
'backboard',184,0,1,'blackboard',405,'blackboard'
'backdrop_sheet',185,0,1,'back_drop',176,'back_drop'
'background_object',186,0,,,#N/A,#N/A
'background_person',187,0,,,#N/A,#N/A
'background',188,0,,,#N/A,#N/A
'backpace',189,0,1,'unknown',5896,'unknown'
'backpack',190,0,2,'back_pack',178,'back_pack'
'backrest',191,0,,,#N/A,#N/A
'backsplash_to_countertop',192,0,2,'back_splash',182,'back_splash'
'bader',193,0,1,'unknown',5896,'unknown'
'badge_necklace',194,0,2,'necklace',3532,'necklace'
'badge',195,0,,,#N/A,#N/A
'badminton_court',196,0,,,#N/A,#N/A
'badmintoncourt',197,0,1,'badminton_court',196,'badminton_court'
'bag of bagels',198,0,,,#N/A,#N/A
'bag of chips',199,0,,,#N/A,#N/A
'bag of flour',200,0,,,#N/A,#N/A
'bag of hot dog buns',201,0,,,#N/A,#N/A
'bag of oreo',202,0,,,#N/A,#N/A
'bag_open_lid',203,0,1,'unknown',5896,'unknown'
'bag_tag',204,0,1,'baggage_tag',207,'baggage_tag'
'bagel',206,0,,,#N/A,#N/A
'baggage_tag',207,0,,,#N/A,#N/A
'baking dish',208,0,,,#N/A,#N/A
'baking_sheet',209,0,,,#N/A,#N/A
'balcony_ledge',210,0,,,#N/A,#N/A
'balkani',211,0,1,'unknown',5896,'unknown'
'balm',215,0,,,#N/A,#N/A
'bamboo',216,0,,,#N/A,#N/A
'bamboos',217,0,1,'bamboo',216,'bamboo'
'banana peel',218,0,,,#N/A,#N/A
'bananas',220,0,2,'fruit',2342,'fruit'
'bananna',221,0,2,'fruit',2342,'fruit'
'band',222,0,,,#N/A,#N/A
'bandage_cotton',223,0,2,'bandage',224,'bandage'
'bandage',224,0,,,#N/A,#N/A
'bandle',225,0,1,'unknown',5896,'unknown'
'banister',226,0,,,#N/A,#N/A
'bannister',228,0,1,'banister',226,'banister'
'banquette',229,0,,,#N/A,#N/A
'bar of soap',230,0,2,'soap',5015,'soap'
'bar_accent',231,0,2,'bar',235,'bar'
'bar_rod_window',232,0,2,'window',6349,'window'
'bar_soap',233,0,2,'soap',5015,'soap'
'bar',235,0,,,#N/A,#N/A
'barner',236,0,1,'unknown',5896,'unknown'
'barrel',237,0,,,#N/A,#N/A
'barrier',238,0,,,#N/A,#N/A
'bars',239,0,2,'bar',235,'bar'
'basckets',240,0,1,'basket',271,'basket'
'base_board',241,0,1,'baseboard',256,'baseboard'
'base_boards',242,0,1,'baseboard',256,'baseboard'
'base_cove',243,0,2,'wall',6093,'wall'
'base_moulding',244,0,2,'wall',6093,'wall'
'base_trim',245,0,2,'wall',6093,'wall'
'base-board',246,0,2,'baseboard',256,'baseboard'
'base',247,0,,,#N/A,#N/A
'baseball_bat',248,0,2,'bat',277,'bat'
'baseball_cap',249,0,2,'cap',708,'cap'
'baseball',250,0,2,'ball',212,'ball'
'basebioards',251,0,1,'baseboard',256,'baseboard'
'baseboard_#',252,0,1,'baseboard',256,'baseboard'
'baseboard_heat',253,0,2,'ac_vent',14,'ac_vent'
'baseboard_heating_unit',254,0,2,'ac_vent',14,'ac_vent'
'baseboard_trim',255,0,2,'baseboard',256,'baseboard'
'baseboard',256,0,,,#N/A,#N/A
'baseboards',257,0,2,'baseboard',256,'baseboard'
'basebord',258,0,1,'baseboard',256,'baseboard'
'basebpard',259,0,1,'baseboard',256,'baseboard'
'basein',260,0,1,'basin',265,'basin'
'baseket',261,0,1,'basket',271,'basket'
'basement',262,0,,,#N/A,#N/A
'basen',263,0,1,'basin',265,'basin'
'basin_cleaner',264,0,2,'cleaner',960,'cleaner'
'basine',266,0,1,'basin',265,'basin'
'baskat',267,0,1,'basket',271,'basket'
'basket_of_tableware',268,0,2,'basket',271,'basket'
'basket_w/_cushions',269,0,2,'basket',271,'basket'
'basket_whole',270,0,2,'basket',271,'basket'
'basketball hoop',272,0,,,#N/A,#N/A
'basketball_hoop',273,0,2,'basketball hoop',272,'basketball hoop'
'basketball',274,0,2,'ball',212,'ball'
'bass_board',275,0,1,'baseboard',256,'baseboard'
'bassinet',276,0,,,#N/A,#N/A
'bat',277,0,,,#N/A,#N/A
'bath_dub',278,0,1,'bathtub',299,'bathtub'
'bath_head',279,0,,,#N/A,#N/A
'bath_mat',280,0,2,'mat',3258,'mat'
'bath_rug',281,0,2,'rug',4638,'rug'
'bath_tab',282,0,1,'bathtub',299,'bathtub'
'bath_tow',283,0,1,'unknown',5896,'unknown'
'bath_toy_holder',284,0,2,'toy',5760,'toy'
'bath_toy',285,0,2,'toy',5760,'toy'
'bath_tub_candle_decor',286,0,1,'bathtub',299,'bathtub'
'bath_tun',287,0,1,'bathtub',299,'bathtub'
'bathrom_rug',288,0,1,'rug',4638,'rug'
'bathroom_caddy',289,0,2,'storage',5269,'storage'
'bathroom_mat',290,0,2,'mat',3258,'mat'
'bathroom_organizer',291,0,2,'organizer',3662,'organizer'
'bathroom_sign',292,0,2,'sign',4941,'sign'
'bathroom_stall_divider',293,0,,,#N/A,#N/A
'bathroom_stall',294,0,,,#N/A,#N/A
'bathroom_stand',295,0,,,#N/A,#N/A
'bathroom_stool',296,0,2,'stool',5242,'stool'
'bathroom_tissue',297,0,,,#N/A,#N/A
'battary',300,0,1,'battery',302,'battery'
'battery_handle',301,0,2,'battery',302,'battery'
'bauble',303,0,,,#N/A,#N/A
'be_frame',304,0,1,'unknown',5896,'unknown'
'beach',305,0,,,#N/A,#N/A
'bead_counter',306,0,,,#N/A,#N/A
'bead_lamb',307,0,,,#N/A,#N/A
'beads',308,0,,,#N/A,#N/A
'beaker',309,0,,,#N/A,#N/A
'beam',310,0,,,#N/A,#N/A
'bean bag',311,0,,,#N/A,#N/A
'bean',312,0,,,#N/A,#N/A
'beanch',314,0,1,'bench',343,'bench'
'bear',315,0,,,#N/A,#N/A
'beavarage_refrigirator',316,0,1,'fridge',2330,'fridge'
'beb',317,0,1,'unknown',5896,'unknown'
'becnh',318,0,1,'bench',343,'bench'
'bed sheets',319,0,2,'sheets',4811,'sheets'
'bed_canopy',320,0,,,#N/A,#N/A
'bed_curtain',321,0,2,'curtain',1356,'curtain'
'bed_rolll',322,0,1,'bed',326,'bed'
'bed_room',323,0,2,'bedroom',329,'bedroom'
'bed_showroom',324,0,,,#N/A,#N/A
'bed_tags',325,0,,,#N/A,#N/A
'bedding package',327,0,2,'sheets',4811,'sheets'
'bedroom_shelving',328,0,,,#N/A,#N/A
'bedroom',329,0,,,#N/A,#N/A
'beeper',330,0,,,#N/A,#N/A
'beer_bottle',331,0,2,'beer',332,'beer'
'beer',332,0,,,#N/A,#N/A
'beerow',333,0,1,'unknown',5896,'unknown'
'beige_sofa',334,0,2,'sofa',5036,'sofa'
'bell',335,0,,,#N/A,#N/A
'belt_or_strap',336,0,2,'belt',337,'belt'
'belt',337,0,,,#N/A,#N/A
'bench_cushion',338,0,2,'cushion',1367,'cushion'
'bench_cushions',339,0,2,'cushion',1367,'cushion'
'bench_frame',340,0,2,'bench',343,'bench'
'bench_rack',341,0,2,'bench',343,'bench'
'bench_seats',342,0,2,'bench',343,'bench'
'bent_wood_chair',344,0,2,'chair',849,'chair'
'bero',345,0,1,'unknown',5896,'unknown'
'bet',346,0,1,'unknown',5896,'unknown'
'beverage',347,0,,,#N/A,#N/A
'bicycke',348,0,1,'bicycle',351,'bicycle'
'bicycle helmet',349,0,2,'helmet',2653,'helmet'
'bicycle_handle',350,0,2,'bicycle',351,'bicycle'
'bidet',352,0,,,#N/A,#N/A
'bike_helmet',353,0,2,'helmet',2653,'helmet'
'bike',354,0,2,'bicycle',351,'bicycle'
'bill_board',355,0,2,'billboard',357,'billboard'
'bill',356,0,,,#N/A,#N/A
'biller',358,0,1,'unknown',5896,'unknown'
'bin_cap',359,0,2,'bin',360,'bin'
'binding_machine',362,0,,,#N/A,#N/A
'bins',363,0,2,'bin',360,'bin'
'bio_hazard_equipment',364,0,,,#N/A,#N/A
'bio_hazard_storage',365,0,2,'storage',5269,'storage'
'biohazard_machine',366,0,,,#N/A,#N/A
'bird',368,0,,,#N/A,#N/A
'birdcage',369,0,2,'cage',663,'cage'
'birds_trap',370,0,,,#N/A,#N/A
'birth',371,0,,,#N/A,#N/A
'biscket',372,0,1,'unknown',5896,'unknown'
'black_&_gray_jacket',373,0,2,'jacket',2818,'jacket'
'black_base_board',374,0,2,'baseboard',256,'baseboard'
'black_board_eraser',375,0,,,#N/A,#N/A
'black_book_shelf',376,0,,,#N/A,#N/A
'black_bord',377,0,1,'blackboard',405,'blackboard'
'black_bottle',378,0,2,'bottle',521,'bottle'
'black_cord',379,0,2,'cord',1228,'cord'
'black_crate',380,0,2,'crate',1288,'crate'
'black_dress',381,0,2,'dress',1679,'dress'
'black_dry_erase_marker',382,0,2,'marker',3250,'marker'
'black_electric_wire',383,0,2,'wire',6391,'wire'
'black_fabric',384,0,2,'fabric',1990,'fabric'
'black_furniture',385,0,2,'furniture',2355,'furniture'
'black_headboard',386,0,2,'headboard',2630,'headboard'
'black_lounger',387,0,2,'sofa',5036,'sofa'
'black_marker',388,0,2,'marker',3250,'marker'
'black_pad',389,0,2,'pad',3740,'pad'
'black_paint',390,0,,,#N/A,#N/A
'black_paper_roll',391,0,2,'paper_roll',3802,'paper_roll'
'black_partition',392,0,2,'partition',3850,'partition'
'black_plastic_trash_bin',393,0,2,'bin',360,'bin'
'black_pot',394,0,2,'pot',4255,'pot'
'black_screen',395,0,2,'screen',4717,'screen'
'black_shade',396,0,2,'shade',4780,'shade'
'black_sharpie',397,0,2,'marker',3250,'marker'
'black_sheet',398,0,2,'sheets',4811,'sheets'
'black_shoe',399,0,2,'shoes',4857,'shoes'
'black_spot',400,0,,,#N/A,#N/A
'black_tails',401,0,,,#N/A,#N/A
'black_tile',402,0,,,#N/A,#N/A
'black_wood',403,0,2,'wood',6455,'wood'
'blackboard_supplies',404,0,,,#N/A,#N/A
'blackbroad',406,0,1,'blackboard',405,'blackboard'
'blackness',407,0,,,#N/A,#N/A
'blank_cover',408,0,,,#N/A,#N/A
'blankets',410,0,2,'sheets',4811,'sheets'
'blazer',411,0,,,#N/A,#N/A
'bleachers',412,0,,,#N/A,#N/A
'blender_pitcher',413,0,2,'blender',414,'blender'
'blind_opener/closer',415,0,,,#N/A,#N/A
'blind_screens',416,0,2,'blinds',418,'blinds'
'blind',417,0,2,'blinds',418,'blinds'
'block_of_wood',419,0,2,'wood',6455,'wood'
'block',420,0,,,#N/A,#N/A
'blocks',421,0,,,#N/A,#N/A
'blotter',422,0,,,#N/A,#N/A
'blouse',423,0,,,#N/A,#N/A
'blower_reflection',424,0,2,'blower',425,'blower'
'bluetooth_speaker',426,0,,,#N/A,#N/A
'blurred_background_images',427,0,,,#N/A,#N/A
'blurry_object',428,0,,,#N/A,#N/A
'boad',429,0,1,'unknown',5896,'unknown'
'boadar',430,0,1,'unknown',5896,'unknown'
'boader',431,0,1,'unknown',5896,'unknown'
'board_against_wall',432,0,2,'board',437,'board'
'board_base',433,0,2,'board',437,'board'
'board_cleaner',434,0,2,'cleaner',960,'cleaner'
'board_frame',435,0,,,#N/A,#N/A
'board_pen',436,0,2,'marker',3250,'marker'
'board',438,0,2,'board',437,'board'
'boarder_around_white_board',439,0,2,'board',437,'board'
'boarder',440,0,1,'border',497,'border'
'boards',441,0,2,'board',437,'board'
'boaster',442,0,,,#N/A,#N/A
'bobblehead',444,0,,,#N/A,#N/A
'bocket',445,0,1,'unknown',5896,'unknown'
'bodice',446,0,1,'unknown',5896,'unknown'
'body_lotion',447,0,,,#N/A,#N/A
'body_scrubber',448,0,,,#N/A,#N/A
'body_spray',449,0,,,#N/A,#N/A
'body_wash',450,0,,,#N/A,#N/A
'body',451,0,,,#N/A,#N/A
'boks',452,0,1,'box',543,'box'
'bolt_and_bracket',453,0,,,#N/A,#N/A
'bolt_of_fabric',454,0,,,#N/A,#N/A
'bonsai',455,0,,,#N/A,#N/A
'boo',456,0,,,#N/A,#N/A
'book holder',457,0,,,#N/A,#N/A
'book_binder',458,0,,,#N/A,#N/A
'book_board',459,0,,,#N/A,#N/A
'book_cart',460,0,2,'cart',753,'cart'
'book_case',461,0,2,'bookcase',473,'bookcase'
'book_casr',462,0,1,'bookcase',473,'bookcase'
'book_ends',463,0,,,#N/A,#N/A
'book_holders',464,0,2,'bookend',475,'bookend'
'book_self',465,0,,,#N/A,#N/A
'book_sextion',466,0,1,'unknown',5896,'unknown'
'book_stand',467,0,,,#N/A,#N/A
'book_stant',468,0,1,'book_stand',467,'book_stand'
'book_trolley',469,0,,,#N/A,#N/A
'book',471,0,1,'book',470,'book'
'booka',472,0,1,'books',481,'books'
'bookcse',474,0,1,'bookcase',473,'bookcase'
'bookend',475,0,,,#N/A,#N/A
'bookes',476,0,1,'books',481,'books'
'booklets',478,0,,,#N/A,#N/A
'bookls',479,0,1,'books',481,'books'
'bookrack',480,0,1,'bookcase',473,'bookcase'
'bookshelve',483,0,1,'bookshelf',482,'bookshelf'
'bool',484,0,1,'unknown',5896,'unknown'
'boom_box',485,0,,,#N/A,#N/A
'boomerang',486,0,,,#N/A,#N/A
'booster_seat',487,0,2,'seat',4743,'seat'
'boot',488,0,,,#N/A,#N/A
'bootil',490,0,1,'unknown',5896,'unknown'
'bootle',491,0,1,'unknown',5896,'unknown'
'boppy',493,0,,,#N/A,#N/A
'bopttle',494,0,1,'bottle',521,'bottle'
'borard',495,0,1,'board',437,'board'
'bord',496,0,1,'board',437,'board'
'border',497,0,,,#N/A,#N/A
'botel',498,0,1,'bottle',521,'bottle'
'botle',499,0,1,'bottle',521,'bottle'
'bottl',500,0,1,'bottle',521,'bottle'
'bottle of comet',501,0,2,'bottle',521,'bottle'
'bottle of contact lens solution',502,0,2,'bottle',521,'bottle'
'bottle of hand wash liquid',503,0,2,'bottle',521,'bottle'
'bottle of ketchup',504,0,2,'bottle',521,'bottle'
'bottle of liquid',505,0,2,'bottle',521,'bottle'
'bottle of listerine',506,0,2,'bottle',521,'bottle'
'bottle of perfume',507,0,2,'bottle',521,'bottle'
'bottle of soap',508,0,2,'bottle',521,'bottle'
'bottle_brush',509,0,,,#N/A,#N/A
'bottle_carrier',510,0,,,#N/A,#N/A
'bottle_logo',511,0,,,#N/A,#N/A
'bottle_of_alcohol',512,0,2,'bottle',521,'bottle'
'bottle_of_glue',513,0,2,'bottle',521,'bottle'
'bottle_of_honey',514,0,2,'bottle',521,'bottle'
'bottle_of_lotion',515,0,2,'bottle',521,'bottle'
'bottle_of_mouthwash',516,0,2,'bottle',521,'bottle'
'bottle_of_vitamins',517,0,2,'bottle',521,'bottle'
'bottle_of_water',518,0,2,'bottle',521,'bottle'
'bottle_upside_down',519,0,2,'bottle',521,'bottle'
'bottle_water',520,0,2,'bottle',521,'bottle'
'bottled_beverage',522,0,2,'bottle',521,'bottle'
'bottom_drawer',524,0,2,'drawer',1668,'drawer'
'bottom_of_bench',525,0,2,'bench',343,'bench'
'bouch',526,0,1,'unknown',5896,'unknown'
'bouncer',527,0,,,#N/A,#N/A
'bound_folder',528,0,,,#N/A,#N/A
'boutique_drawer',529,0,2,'drawer',1668,'drawer'
'bowel',530,0,,,#N/A,#N/A
'bowl_and_lid',531,0,,,#N/A,#N/A
'bowl_and_plate_and_glass',532,0,,,#N/A,#N/A
'bowl_with_cap',533,0,,,#N/A,#N/A
'bowl_with_spoon',534,0,,,#N/A,#N/A
'box of paper',536,0,2,'box',543,'box'
'box of ziplock bags',537,0,2,'box',543,'box'
'box_fan',538,0,,,#N/A,#N/A
'box_of_envelopes',539,0,2,'box',543,'box'
'box_spring',540,0,2,'bed',326,'bed'
'box_springs',541,0,2,'bed',326,'bed'
'box_top',542,0,,,#N/A,#N/A
'boxspring',544,0,2,'bed',326,'bed'
'boxsprings',545,0,2,'bed',326,'bed'
'bracelet',546,0,,,#N/A,#N/A
'bracket',547,0,,,#N/A,#N/A
'braket',548,0,1,'bracket',547,'bracket'
'brand_name',549,0,,,#N/A,#N/A
'brand_tag',550,0,,,#N/A,#N/A
'brand',551,0,,,#N/A,#N/A
'brass_gas_valve',552,0,,,#N/A,#N/A
'brazil_flag',553,0,2,'flag',2147,'flag'
'bread_holder',554,0,,,#N/A,#N/A
'bread_maker',555,0,2,'bread_making_machine',556,'bread_making_machine'
'bread_making_machine',556,0,,,#N/A,#N/A
'breadmaker',558,0,2,'bread_making_machine',556,'bread_making_machine'
'breaker_box',559,0,,,#N/A,#N/A
'bresh',560,0,1,'unknown',5896,'unknown'
'brick_column',561,0,,,#N/A,#N/A
'brick_mantle',562,0,,,#N/A,#N/A
'bridge',564,0,,,#N/A,#N/A
'brief_case',565,0,2,'briefcase',566,'briefcase'
'bright_light_focused_area',567,0,2,'light',3112,'light'
'bright_white',568,0,,,#N/A,#N/A
'brita_filter',569,0,1,'unknown',5896,'unknown'
'broader',570,0,,,#N/A,#N/A
'brochure_holder',571,0,,,#N/A,#N/A
'brochure',572,0,,,#N/A,#N/A
'broiling_pan',573,0,2,'pan',3764,'pan'
'brown_base_board',575,0,2,'baseboard',256,'baseboard'
'brown_desk_#_chair',576,0,2,'chair',849,'chair'
'brown_desk_tag_#',577,0,1,'unknown',5896,'unknown'
'brown_headboard',578,0,2,'headboard',2630,'headboard'
'brown_screen',579,0,2,'screen',4717,'screen'
'brush_stand_with_brush',580,0,2,'brush_stand',581,'brush_stand'
'brush_stand',581,0,,,#N/A,#N/A
'brushes',583,0,,,#N/A,#N/A
'bttle',584,0,2,'bottle',521,'bottle'
'bubblewrap',586,0,2,'bubble_wrap',585,'bubble_wrap'
'bucket_of_trash',587,0,2,'bucket',590,'bucket'
'bucket_white',588,0,2,'bucket',590,'bucket'
'bucket_yellow',589,0,2,'bucket',590,'bucket'
'buffet',591,0,,,#N/A,#N/A
'buib',592,0,1,'unknown',5896,'unknown'
'building_blocks',593,0,,,#N/A,#N/A
'building_column',594,0,,,#N/A,#N/A
'building_directory',595,0,,,#N/A,#N/A
'building_materials',596,0,,,#N/A,#N/A
'building_next_door',597,0,,,#N/A,#N/A
'building_support',598,0,,,#N/A,#N/A
'building',599,0,,,#N/A,#N/A
'buket',600,0,1,'bucket',590,'bucket'
'buletin_board',602,0,1,'bulletin_board',608,'bulletin_board'
'bull',603,0,,,#N/A,#N/A
'bullen_board',604,0,1,'bulletin_board',608,'bulletin_board'
'bullentin_board',605,0,1,'bulletin_board',608,'bulletin_board'
'bulletien_board',606,0,1,'bulletin_board',608,'bulletin_board'
'bulletin board',607,0,1,'bulletin_board',608,'bulletin_board'
'bullitin_board',609,0,1,'bulletin_board',608,'bulletin_board'
'bump_drawing',610,0,,,#N/A,#N/A
'bunch_of_bananas',611,0,2,'fruit',2342,'fruit'
'bundle',612,0,,,#N/A,#N/A
'bungee_cord',613,0,,,#N/A,#N/A
'bunk bed',614,0,2,'bed',326,'bed'
'bunk',615,0,,,#N/A,#N/A
'bunny',616,0,,,#N/A,#N/A
'bureau',617,0,,,#N/A,#N/A
'burners',619,0,,,#N/A,#N/A
'bus_stop',620,0,,,#N/A,#N/A
'bus',621,0,,,#N/A,#N/A
'business cards',622,0,2,'business_cards',623,'business_cards'
